"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"ChildReport.severeHeadTrauma.valueBoolean","ChildReport.severeHeadTrauma.valueBoolean","","","",1,1,"","","","boolean {[]} {[]}
","Indicates whether severe head trauma was identified.","The value indicates whether severe head trauma was identified in the child.","","","","","","","","","",,,,,"",,,,"ChildReport.severeHeadTrauma.valueBoolean",1,1,"",""
"ChildReport.eyeScreening","ChildReport.eyeScreening","","","",0,*,"","","","https://www.ehealth.fgov.be/standards/fhir/childrecord/StructureDefinition/BeModelObservation {[]} {[]}
","[BeObservation] Eye screening","Details about the eye screening.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeScreening",0,*,"",""
"ChildReport.eyeScreening.subject","ChildReport.eyeScreening.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-patient]]}
","Subject of the observation","The patient or subject to whom the observation applies.","","","","","","","","","",,,,,"",,,,"BeModelObservation.subject",1,1,"",""
"ChildReport.eyeScreening.code","ChildReport.eyeScreening.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation code","A code that identifies the type of observation being made, such as a clinical measurement or assessment.","","","","","","","","","",,"required","","","",,,,"BeModelObservation.code",1,1,"",""
"ChildReport.eyeScreening.value[x]","ChildReport.eyeScreening.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}","Value of the observation","The value of the observation, which can be a quantity, a coded value, or a string.","","","","","","","","","",,,,,"",,,,"BeModelObservation.value[x]",0,1,"",""
"ChildReport.eyeScreening.effective[x]","ChildReport.eyeScreening.effective[x]","","","",0,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}","Effective time or period","The time or period during which the observation was made.","","","","","","","","","",,,,,"",,,,"BeModelObservation.effective[x]",0,1,"",""
"ChildReport.eyeScreening.status","ChildReport.eyeScreening.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation status","The status of the observation, indicating whether it is preliminary, final, etc.","","","","","","","","","",,"required","","","",,,,"BeModelObservation.status",1,1,"",""
"ChildReport.eyeScreening.statusReason[x]","ChildReport.eyeScreening.statusReason[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
string {[]} {[]}","Reason for the observation status","The reason for the current status of the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.statusReason[x]",0,1,"",""
"ChildReport.eyeScreening.performer","ChildReport.eyeScreening.performer","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-practitioner], CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-organization]]}
","Performer of the observation","The individual or organization that performed the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.performer",0,*,"",""
"ChildReport.eyeScreening.component","ChildReport.eyeScreening.component","","","",0,*,"","","","Base {[]} {[]}
","Component observations","Components of the observation, which can include additional measurements or assessments related to the main observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component",0,*,"",""
"ChildReport.eyeScreening.component.code","ChildReport.eyeScreening.component.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Component code","A code that identifies the component of the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component.code",1,1,"",""
"ChildReport.eyeScreening.component.value[x]","ChildReport.eyeScreening.component.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}","Component value","The value of the component observation, which can be a quantity, a coded value, or a string.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component.value[x]",0,1,"",""
"ChildReport.eyeScreening.interpretation","ChildReport.eyeScreening.interpretation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Interpretation of the observation","An interpretation of the observation, such as normal, abnormal, etc.","","","","","","","","","",,,,,"",,,,"BeModelObservation.interpretation",0,1,"",""
"ChildReport.eyeScreening.note","ChildReport.eyeScreening.note","","","",0,*,"","","","Annotation {[]} {[]}
","Notes or comments about the observation","Additional notes or comments related to the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.note",0,*,"",""
"ChildReport.eyeScreening.subject","ChildReport.eyeScreening.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-patient]]}
","Child that the report is about","The child that the report is about.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeScreening.subject",1,1,"",""
"ChildReport.eyeScreening.date","ChildReport.eyeScreening.date","","","",1,1,"","","","date {[]} {[]}
","Date of eye screening","The date of eye screening.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeScreening.date",1,1,"",""
"ChildReport.eyeScreening.code","ChildReport.eyeScreening.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code","Code","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <code value=""eye-screening""/>
    <display value=""Eye screening findings""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"ChildReport.eyeScreening.code",1,1,"",""
"ChildReport.eyeScreening.valueCodeableConcept","ChildReport.eyeScreening.valueCodeableConcept","","","",1,1,"","","","code {[]} {[]}
","Result of eye screening","Result of eye screening.","","","","","","","","","",,"required","","http://example.org/fhir/ValueSet/eye-screening-results","",,,,"ChildReport.eyeScreening.valueCodeableConcept",1,1,"",""
"ChildReport.eyeScreening.ageRange","ChildReport.eyeScreening.ageRange","","","",1,1,"","","","code {[]} {[]}
","Age of eye screening","Age of eye screening.","","","","","","","","","",,"required","","http://example.org/fhir/ValueSet/neonatal-eye-screening-age-range","",,,,"ChildReport.eyeScreening.ageRange",1,1,"",""
"ChildReport.eyeResults","ChildReport.eyeResults","","","",0,*,"","","","Base {[]} {[]}
","Eye","Details about the eyes.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults",0,*,"",""
"ChildReport.eyeResults.observationDate","ChildReport.eyeResults.observationDate","","","",1,1,"","","","date {[]} {[]}
","[BeObservation] Date of Inspection pupil abnormal","Details about the inspection of the pupil.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.observationDate",1,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal","ChildReport.eyeResults.inspectionPupilAbnormal","","","",0,1,"","","","https://www.ehealth.fgov.be/standards/fhir/childrecord/StructureDefinition/BeModelObservation {[]} {[]}
","Inspection pupil abnormal","Details about the inspection of the pupil.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.inspectionPupilAbnormal",0,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.subject","ChildReport.eyeResults.inspectionPupilAbnormal.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-patient]]}
","Subject of the observation","The patient or subject to whom the observation applies.","","","","","","","","","",,,,,"",,,,"BeModelObservation.subject",1,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.code","ChildReport.eyeResults.inspectionPupilAbnormal.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation code","A code that identifies the type of observation being made, such as a clinical measurement or assessment.","","","","","","","","","",,"required","","","",,,,"BeModelObservation.code",1,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.value[x]","ChildReport.eyeResults.inspectionPupilAbnormal.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}","Value of the observation","The value of the observation, which can be a quantity, a coded value, or a string.","","","","","","","","","",,,,,"",,,,"BeModelObservation.value[x]",0,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.effective[x]","ChildReport.eyeResults.inspectionPupilAbnormal.effective[x]","","","",0,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}","Effective time or period","The time or period during which the observation was made.","","","","","","","","","",,,,,"",,,,"BeModelObservation.effective[x]",0,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.status","ChildReport.eyeResults.inspectionPupilAbnormal.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation status","The status of the observation, indicating whether it is preliminary, final, etc.","","","","","","","","","",,"required","","","",,,,"BeModelObservation.status",1,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.statusReason[x]","ChildReport.eyeResults.inspectionPupilAbnormal.statusReason[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
string {[]} {[]}","Reason for the observation status","The reason for the current status of the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.statusReason[x]",0,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.performer","ChildReport.eyeResults.inspectionPupilAbnormal.performer","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-practitioner], CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-organization]]}
","Performer of the observation","The individual or organization that performed the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.performer",0,*,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.component","ChildReport.eyeResults.inspectionPupilAbnormal.component","","","",0,*,"","","","Base {[]} {[]}
","Component observations","Components of the observation, which can include additional measurements or assessments related to the main observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component",0,*,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.component.code","ChildReport.eyeResults.inspectionPupilAbnormal.component.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Component code","A code that identifies the component of the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component.code",1,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.component.value[x]","ChildReport.eyeResults.inspectionPupilAbnormal.component.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}","Component value","The value of the component observation, which can be a quantity, a coded value, or a string.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component.value[x]",0,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.interpretation","ChildReport.eyeResults.inspectionPupilAbnormal.interpretation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Interpretation of the observation","An interpretation of the observation, such as normal, abnormal, etc.","","","","","","","","","",,,,,"",,,,"BeModelObservation.interpretation",0,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.note","ChildReport.eyeResults.inspectionPupilAbnormal.note","","","",0,*,"","","","Annotation {[]} {[]}
","Notes or comments about the observation","Additional notes or comments related to the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.note",0,*,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.subject","ChildReport.eyeResults.inspectionPupilAbnormal.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-patient]]}
","Child that the report is about","The child that the report is about.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.inspectionPupilAbnormal.subject",1,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.date","ChildReport.eyeResults.inspectionPupilAbnormal.date","","","",1,1,"","","","date {[]} {[]}
","Date of eye screening","The date of eye screening.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.inspectionPupilAbnormal.date",1,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.code","ChildReport.eyeResults.inspectionPupilAbnormal.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Inspection pupil abnormal","Inspection pupil abnormal","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <code value=""inspection-pupil-normal""/>
    <display value=""Inspection pupil abnormal""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"ChildReport.eyeResults.inspectionPupilAbnormal.code",1,1,"",""
"ChildReport.eyeResults.inspectionPupilAbnormal.valueBoolean","ChildReport.eyeResults.inspectionPupilAbnormal.valueBoolean","","","",1,1,"","","","boolean {[]} {[]}
","Inspection pupil abnormal","Inspection pupil abnormal","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.inspectionPupilAbnormal.valueBoolean",1,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition","ChildReport.eyeResults.eyeMovementAndPosition","","","",0,*,"","","","https://www.ehealth.fgov.be/standards/fhir/childrecord/StructureDefinition/BeModelObservation {[]} {[]}
","[BeObservation] Findings about the eye movement and position","[BeObservation] Findings about the eye movement and position","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.eyeMovementAndPosition",0,*,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.subject","ChildReport.eyeResults.eyeMovementAndPosition.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-patient]]}
","Subject of the observation","The patient or subject to whom the observation applies.","","","","","","","","","",,,,,"",,,,"BeModelObservation.subject",1,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.code","ChildReport.eyeResults.eyeMovementAndPosition.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation code","A code that identifies the type of observation being made, such as a clinical measurement or assessment.","","","","","","","","","",,"required","","","",,,,"BeModelObservation.code",1,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.value[x]","ChildReport.eyeResults.eyeMovementAndPosition.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}","Value of the observation","The value of the observation, which can be a quantity, a coded value, or a string.","","","","","","","","","",,,,,"",,,,"BeModelObservation.value[x]",0,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.effective[x]","ChildReport.eyeResults.eyeMovementAndPosition.effective[x]","","","",0,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}","Effective time or period","The time or period during which the observation was made.","","","","","","","","","",,,,,"",,,,"BeModelObservation.effective[x]",0,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.status","ChildReport.eyeResults.eyeMovementAndPosition.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation status","The status of the observation, indicating whether it is preliminary, final, etc.","","","","","","","","","",,"required","","","",,,,"BeModelObservation.status",1,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.statusReason[x]","ChildReport.eyeResults.eyeMovementAndPosition.statusReason[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
string {[]} {[]}","Reason for the observation status","The reason for the current status of the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.statusReason[x]",0,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.performer","ChildReport.eyeResults.eyeMovementAndPosition.performer","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-practitioner], CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-organization]]}
","Performer of the observation","The individual or organization that performed the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.performer",0,*,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.component","ChildReport.eyeResults.eyeMovementAndPosition.component","","","",0,*,"","","","Base {[]} {[]}
","Component observations","Components of the observation, which can include additional measurements or assessments related to the main observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component",0,*,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.component.code","ChildReport.eyeResults.eyeMovementAndPosition.component.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Component code","A code that identifies the component of the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component.code",1,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.component.value[x]","ChildReport.eyeResults.eyeMovementAndPosition.component.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}","Component value","The value of the component observation, which can be a quantity, a coded value, or a string.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component.value[x]",0,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.interpretation","ChildReport.eyeResults.eyeMovementAndPosition.interpretation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Interpretation of the observation","An interpretation of the observation, such as normal, abnormal, etc.","","","","","","","","","",,,,,"",,,,"BeModelObservation.interpretation",0,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.note","ChildReport.eyeResults.eyeMovementAndPosition.note","","","",0,*,"","","","Annotation {[]} {[]}
","Notes or comments about the observation","Additional notes or comments related to the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.note",0,*,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.subject","ChildReport.eyeResults.eyeMovementAndPosition.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-patient]]}
","Child that the report is about","The child that the report is about.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.eyeMovementAndPosition.subject",1,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.date","ChildReport.eyeResults.eyeMovementAndPosition.date","","","",1,1,"","","","date {[]} {[]}
","Date of eye screening","The date of eye screening.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.eyeMovementAndPosition.date",1,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.code","ChildReport.eyeResults.eyeMovementAndPosition.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Code","Code","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <code value=""eye-movement-and-position""/>
    <display value=""Eye movement and position""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"ChildReport.eyeResults.eyeMovementAndPosition.code",1,1,"",""
"ChildReport.eyeResults.eyeMovementAndPosition.valueCode","ChildReport.eyeResults.eyeMovementAndPosition.valueCode","","","",1,1,"","","","code {[]} {[]}
","Result of testing eye movement and position","Result of testing eye movement and position.","","","","","","","","","",,"required","","http://example.org/fhir/ValueSet/eye-movement-and-position","",,,,"ChildReport.eyeResults.eyeMovementAndPosition.valueCode",1,1,"",""
"ChildReport.eyeResults.eyeRemarks","ChildReport.eyeResults.eyeRemarks","","","",0,1,"","","","https://www.ehealth.fgov.be/standards/fhir/childrecord/StructureDefinition/BeModelObservation {[]} {[]}
","[BeObservation] Eye remarks","Free text remarks about the eyes.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.eyeRemarks",0,1,"",""
"ChildReport.eyeResults.eyeRemarks.subject","ChildReport.eyeResults.eyeRemarks.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-patient]]}
","Subject of the observation","The patient or subject to whom the observation applies.","","","","","","","","","",,,,,"",,,,"BeModelObservation.subject",1,1,"",""
"ChildReport.eyeResults.eyeRemarks.code","ChildReport.eyeResults.eyeRemarks.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation code","A code that identifies the type of observation being made, such as a clinical measurement or assessment.","","","","","","","","","",,"required","","","",,,,"BeModelObservation.code",1,1,"",""
"ChildReport.eyeResults.eyeRemarks.value[x]","ChildReport.eyeResults.eyeRemarks.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}","Value of the observation","The value of the observation, which can be a quantity, a coded value, or a string.","","","","","","","","","",,,,,"",,,,"BeModelObservation.value[x]",0,1,"",""
"ChildReport.eyeResults.eyeRemarks.effective[x]","ChildReport.eyeResults.eyeRemarks.effective[x]","","","",0,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}","Effective time or period","The time or period during which the observation was made.","","","","","","","","","",,,,,"",,,,"BeModelObservation.effective[x]",0,1,"",""
"ChildReport.eyeResults.eyeRemarks.status","ChildReport.eyeResults.eyeRemarks.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation status","The status of the observation, indicating whether it is preliminary, final, etc.","","","","","","","","","",,"required","","","",,,,"BeModelObservation.status",1,1,"",""
"ChildReport.eyeResults.eyeRemarks.statusReason[x]","ChildReport.eyeResults.eyeRemarks.statusReason[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
string {[]} {[]}","Reason for the observation status","The reason for the current status of the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.statusReason[x]",0,1,"",""
"ChildReport.eyeResults.eyeRemarks.performer","ChildReport.eyeResults.eyeRemarks.performer","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-practitioner], CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-organization]]}
","Performer of the observation","The individual or organization that performed the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.performer",0,*,"",""
"ChildReport.eyeResults.eyeRemarks.component","ChildReport.eyeResults.eyeRemarks.component","","","",0,*,"","","","Base {[]} {[]}
","Component observations","Components of the observation, which can include additional measurements or assessments related to the main observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component",0,*,"",""
"ChildReport.eyeResults.eyeRemarks.component.code","ChildReport.eyeResults.eyeRemarks.component.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Component code","A code that identifies the component of the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component.code",1,1,"",""
"ChildReport.eyeResults.eyeRemarks.component.value[x]","ChildReport.eyeResults.eyeRemarks.component.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}","Component value","The value of the component observation, which can be a quantity, a coded value, or a string.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component.value[x]",0,1,"",""
"ChildReport.eyeResults.eyeRemarks.interpretation","ChildReport.eyeResults.eyeRemarks.interpretation","","","",0,1,"","","","CodeableConcept {[]} {[]}
","Interpretation of the observation","An interpretation of the observation, such as normal, abnormal, etc.","","","","","","","","","",,,,,"",,,,"BeModelObservation.interpretation",0,1,"",""
"ChildReport.eyeResults.eyeRemarks.note","ChildReport.eyeResults.eyeRemarks.note","","","",0,*,"","","","Annotation {[]} {[]}
","Notes or comments about the observation","Additional notes or comments related to the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.note",0,*,"",""
"ChildReport.eyeResults.eyeRemarks.subject","ChildReport.eyeResults.eyeRemarks.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-patient]]}
","Child that the report is about","The child that the report is about.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.eyeRemarks.subject",1,1,"",""
"ChildReport.eyeResults.eyeRemarks.date","ChildReport.eyeResults.eyeRemarks.date","","","",1,1,"","","","date {[]} {[]}
","Date of eye screening","The date of eye screening.","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.eyeRemarks.date",1,1,"",""
"ChildReport.eyeResults.eyeRemarks.code","ChildReport.eyeResults.eyeRemarks.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Eye movement and position","Eye movement and position","","","","","","<valueCodeableConcept xmlns=""http://hl7.org/fhir"">
  <coding>
    <code value=""eye-movement-and-position""/>
    <display value=""Eye movement and position""/>
  </coding>
</valueCodeableConcept>","","","",,,,,"",,,,"ChildReport.eyeResults.eyeRemarks.code",1,1,"",""
"ChildReport.eyeResults.eyeRemarks.valueString","ChildReport.eyeResults.eyeRemarks.valueString","","","",1,1,"","","","string {[]} {[]}
","Result of testing eye movement and position","Result of testing eye movement and position","","","","","","","","","",,,,,"",,,,"ChildReport.eyeResults.eyeRemarks.valueString",1,1,"",""
"ChildReport.inTreatmentWithOphthalmologist","ChildReport.inTreatmentWithOphthalmologist","","","",0,*,"","","","https://www.ehealth.fgov.be/standards/fhir/childrecord/StructureDefinition/BeModelObservation {[]} {[]}
","[BeObservation] In treatment with ophthalmologist","Details about treatment with an ophthalmologist.","","","","","","","","","",,,,,"",,,,"ChildReport.inTreatmentWithOphthalmologist",0,*,"",""
"ChildReport.inTreatmentWithOphthalmologist.subject","ChildReport.inTreatmentWithOphthalmologist.subject","","","",1,1,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-patient]]}
","Subject of the observation","The patient or subject to whom the observation applies.","","","","","","","","","",,,,,"",,,,"BeModelObservation.subject",1,1,"",""
"ChildReport.inTreatmentWithOphthalmologist.code","ChildReport.inTreatmentWithOphthalmologist.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation code","A code that identifies the type of observation being made, such as a clinical measurement or assessment.","","","","","","","","","",,"required","","","",,,,"BeModelObservation.code",1,1,"",""
"ChildReport.inTreatmentWithOphthalmologist.value[x]","ChildReport.inTreatmentWithOphthalmologist.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}","Value of the observation","The value of the observation, which can be a quantity, a coded value, or a string.","","","","","","","","","",,,,,"",,,,"BeModelObservation.value[x]",0,1,"",""
"ChildReport.inTreatmentWithOphthalmologist.effective[x]","ChildReport.inTreatmentWithOphthalmologist.effective[x]","","","",0,1,"","","","dateTime {[]} {[]}
Period {[]} {[]}","Effective time or period","The time or period during which the observation was made.","","","","","","","","","",,,,,"",,,,"BeModelObservation.effective[x]",0,1,"",""
"ChildReport.inTreatmentWithOphthalmologist.status","ChildReport.inTreatmentWithOphthalmologist.status","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Observation status","The status of the observation, indicating whether it is preliminary, final, etc.","","","","","","","","","",,"required","","","",,,,"BeModelObservation.status",1,1,"",""
"ChildReport.inTreatmentWithOphthalmologist.statusReason[x]","ChildReport.inTreatmentWithOphthalmologist.statusReason[x]","","","",0,1,"","","","CodeableConcept {[]} {[]}
string {[]} {[]}","Reason for the observation status","The reason for the current status of the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.statusReason[x]",0,1,"",""
"ChildReport.inTreatmentWithOphthalmologist.performer","ChildReport.inTreatmentWithOphthalmologist.performer","","","",0,*,"","","","Reference {[]} {[CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-practitioner], CanonicalType[https://www.ehealth.fgov.be/standards/fhir/core/StructureDefinition/be-organization]]}
","Performer of the observation","The individual or organization that performed the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.performer",0,*,"",""
"ChildReport.inTreatmentWithOphthalmologist.component","ChildReport.inTreatmentWithOphthalmologist.component","","","",0,*,"","","","Base {[]} {[]}
","Component observations","Components of the observation, which can include additional measurements or assessments related to the main observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component",0,*,"",""
"ChildReport.inTreatmentWithOphthalmologist.component.code","ChildReport.inTreatmentWithOphthalmologist.component.code","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Component code","A code that identifies the component of the observation.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component.code",1,1,"",""
"ChildReport.inTreatmentWithOphthalmologist.component.value[x]","ChildReport.inTreatmentWithOphthalmologist.component.value[x]","","","",0,1,"","","","Quantity {[]} {[]}
CodeableConcept {[]} {[]}string {[]} {[]}boolean {[]} {[]}","Component value","The value of the component observation, which can be a quantity, a coded value, or a string.","","","","","","","","","",,,,,"",,,,"BeModelObservation.component.value[x]",0,1,"",""
